ID,Omschrijving,Product
1667807,"On XXXX XXXX 2015 my father died. Consequently I incurred a lot of funeral and death related expenses. I paid {$5500.00} on my account. An error was made and Citibank tried to retrieve {$6500.00} and my bank said there were "" insufficiant funds ''. Citibank did not inform me immediately of this and tried to retrieve the {$6500.00} two more times. Again NEVER informing me via email or otherwise that my bank had not paid. On XXXX XXXX I realized the error and Citibank told me to pay. I immediateIy paid {$12000.00} on XXXX XXXX, 2015 ( clear XXXX ) and a further {$3500.00} on XXXX XXXX, thus paying off my ENTIRE balance. I was originally told that I would be able to use my credit card once I made the payment and did everything they told me to do. please note that I was NEVER behind on a payment, my intention was to simply pay down the balance. 

Citibank unjustly closed my account based on what is clearly an error, and clearly their error. Their letter ( attached ) states it was closed after several "" mulitiple returned payments ''. yet there was only XXXX payment returned and they failed to immediately inform me. ( I had signed up for electronic alerts ). This has caused a snowball effect : I no longer have any credit cards ( this was my only credit card ) and they have unfairly reported this to credit agencies saying my account was closed due to unpaid balance. This is completely unfair and I believe illegal because I 've NEVER EVER had any unpaid balances or late payments with Citibank. 

I would also like to point out that Citibank failed in their duty to protect and help me as a traveller. In fact, when I was made aware of the returned payment problem, i was in XXXX XXXX DURING THE TERRORIST ATTACKS. I had purchased my ticket using my Citibank XXXX Mastercard that had travellers ' protection. They closed my account while I was stranded in XXXX during the terrorist attacks that occurred XXXX XXXX 2015 and Citibank closed my account and would not help me. I would also say they took advantage my father 's recent death because they knew that the expenses incurred were primarily from the funeral. ( see Citibank statement XXXX XXXX XXXX funeral home. Also note that expense there after, housecleaning, flowers, etc are all linked to my dad 's funeral ).",Creditcard
2413436,All inquiries were Deleted and added back on my reports,Kredietregistratie
1952614,There is an address on my credit report that is not mine. I looked that address up and it is in an upscale area with the homeowner having the same last name as mine. Also XXXX of the verification questions says I may have a opened a home loan and questions the home loan payment. I answered none of above and my online reports were denied. How do I get that address off my credit report which may be linked to the verification questions?,Kredietregistratie
1901958,XXXX is showing in my credit history for a debt of {$720.00},Incasso
1315104,"I served the country for 8 years XXXX During my XXXX tour I had an apartment at XXXX XXXX before I started my tour. My former wife and I had many problems with her spending and destroying my credit. Well before my tour we separated and I informed my apartment complex I will no longer be their and would like to take myself off the lease. While touring they sent information that I signed confirming I would not be held accountable. After my ex wife left the apartment while still touring, they reported an unpaid balance and extreme interior damage to the place. I should not be held accountable for her lack of professionalism, unpaid balance or damages.",Incasso
1364583,"Someone got my Debit card information and started purchasing items with my card, the bank caught it and cancelled my card. I recently received bills from experian that I was receiving a service that I did n't authorize, I tried to order my annual credit report but it was denied saying I already received a free report. I need to find out what I have to do to find out who 's looking into my information.",Kredietregistratie
1876097,"I am a victim of identity theft and on XXXX XXXX, 2016 I send a formal dispute to Rent Recovery Solutions ATTN : XXXX XXXX. This request was sent Rent Recovery Solutions via Fax to XXXX and the transmission verification report states result OK. Enclosed with the request was the following : a copy of driver 's license, proof of address, the police report, Power of Attorney, credit report, Social Security card, and police report as required. We have yet to receive confirmation from Rent Recovery that our dispute was received nor have we heard back from XXXX XXXX after several attempts. Our dispute has now been pending for over 65 days and this should have been ample time to at least hear back from the company. I am not requesting that this account been deemed fraudulent and to obtain a clearance letter to ensure my client will not be held liable for this debt at a later time.",Incasso
2393740,"A debt validation letter was sent to Syndicated Office Systems 30 days ago and no response was ever received. Despite failing to respond within the 30 day time frame, the company is still reporting negative information to the credit bureaus.",Incasso
1532757,"XXXX Receivables Management Service called XXXX XXXX on XXXX/XXXX/14 at XXXX est. looking for the employee who he alleged owed a medical debt. As he started reading off his scripted I stopped him and told him not to call this place of business again. XXXX called again at XXXX XXXX trying to talk above me when I told him he was now in violation of FDCPA 805 ( 3 ) Communication in connection with deb collector and FDCPA 806 ( 5 ) Harassment. 
I would like to request that the maximum legal proceedings against Receivables Management Service be handed down.",Incasso
1736633,HELLO this company is did a hard click on my credit file without my written consent i never asked them for credit and never authorized any one to ask them on my behalf they are refusing to remove the hard click of my credit file the last XXXX of my ss # XXXX this happened XXXX/XXXX/2015,Consumentenkrediet
1907145,"I negotiated down a debt with the original creditor that I owed from XXXX separate dates of service, The creditor agreed to accept a total of {$620.00} to clear entire account/ both dates of service. The creditor sent the payment to IMC Credit Services along with the statement "" account paid in full '' ; however IMC Credit Services only applied the payment to XXXX account. I have sent them proof along with forwarded emails from creditor and they still have not removed this from my credit report after 27 days after proof sent.",Incasso
1334649,"Around XXXX XXXX I started sending in required documents to XXXX XXXX of Fairway Mortgage company after our offer was accepted on our new home. We usually sent him everything he requested within a few hours each time. Later in the process we started asking if they had a close date in mind since the house I was renting now had a contract on it and they would be closing XXXX XXXX, we had to close before them. From the very beginning we asked for XXXX XXXX and constantly reminded them XXXX XXXX was rapidly approaching. We were never told XXXX XXXX was impossible. XXXX XXXX I 'd put a comment on a social media about how they are not keeping us updated on the progress of our loan and keeping us in the dark. A friend had recently closed with them and it was a great and fast experience. She gave me a few names from corporate headquarters to call for help, which I did. They corporate people were shocked and the lack of information they could obtain on our loan, they were trying to help expedite it because XXXX XXXX was the following week. I was told that the particular branch of Fairway I 'd chosen was having personnel problems and some loan officers had left and one was on medical leave so all of the loans had to be routed to corporate for processing. We checked with these ladies almost every day and did n't end up closing until XXXX XXXX and even up to the day before at XXXX pm, XXXX Mortgage was asking for paperwork proving my boyfriend had paid a boat off with one credit union and the other credit union used the funds to pay off such boat! Bottom line we did n't close until XXXX XXXX, had to hire movers ( {$750.00} worth ) to move us because we did n't close until XXXX and the house we were moving out of closed the next day, so we had only hours to get our belongings out of the house. The XXXX and hard spots this company put us through was a nightmare. We were kept in the dark through the whole long process and Fairway was made aware from the beginning that the house we were occupying had a contract on it and we had to close and vacate prior to their closing date of XXXX XXXX. Worse house buying experience I 've EVER had.",Hypotheek
2393385,I originally had a credit card from capital one that I could n't make payments on anymore in the amount of XXXX the credit card company charged off my account XXXX the statue of limitations after talking to attorney general 's office for my state on this type of issues is 4 years XXXX bought my account on XXXX and have been sending me letters and calling me the most recent letter has references that if they write it off they will send me a XXXX where I would have to pay taxes on this,Incasso
2183950,"At closing there was a point added on to my mortgage for {$2000.00}. They said that I signed for it, and that they have proof that I signed for it. A point or any cost of a point was never discussed during the process of the loan. Throughout the loan process I had issues with the online disclosures that were sent to me, and I could not download the documents. At that time the mortgage representative said that he could handle the electronic signing of the disclosures if I provided him with my passwords, which I did, on 2 separate occasions. I had to redo my password the second time. When the CD was ready last week, I was again unable to access the document to sign or look at it.",Hypotheek
2096314,"Repeatedly calling my in-laws several times per day even though they have my phone number. They have told them repeatedly that I am not reachable at their number. 
They also call me repeatedly, even after speaking with them and making payment arrangements.",Incasso
1672355,"Around the end of XXXX early XXXX, I contact Wells Fargo to obtain a payoff for my mortgage. I spoke to a representative that gave me the what I owed, but stated that they could not give me a final number as they had to request a payoff and I would receive it in the mail. 

I received a payoff statement in the amount for around $ XXXX. I accepted an offer of {$380.00} for my home, enough to cover the first and second mortgage as well as all of associated fees. 

On XXXX XXXX, my lawyer contacted me to inform that there was a problem as there was a third mortgage on my home. I was taken back as I did not take out a third mortgage. My lawyers office went on to state that it may have been a mortgage modification. I stated that yes, I did request a loan modification, but I was under the impression that amount was put back into the mortgage and a third loan. They forwarded me the signed documents. I immediately contacted Wells Fargo who stated that it was my responsible not theirs. 

Upon my own research I found out that Wells Fargo was responsible for informing me of the partial claim, as part of my payoff. The XXXX HUD XXXX letter section k, stated that they are to contact HUD and inform me of the partial claim as part of my payoff, which they did not. The HUD website also states that the lender, is obligated to contact HUD whenever a payoff is requested and inform me of that amount, again they did not. 

I contact Wells Fargo again and made a complaint in which the assigned to XXXX XXXX. I spoke to XXXX and he said that he had to research the matter. I followed up with XXXX a few days later, in which he stated that Wells Fargo research stated that I 'm responsible for contacting HUD and Wells Fargo is not responible or are they going to pay any funds that I am out of pocket. I asked where did this information come from and I was told that it came from HUD as well as Wells Fargo research dept. I asked for the name of the person that he spoke to at HUD and he could not provide it. I asked for the contact information at Wells Fargo research and again, he could not provide it. I asked if there was someone else I could speak to and he said no. I informed XXXX that if there was no one else that I could speak to in regards to this matter, that I would have to take matters into my own hands and this is when XXXX became very disrespectful stating that it is not his fault that I could n't pay my mortgage and required a loan modification and that Wells Fargo is not responsible and will not help me. I told XXXX that there is no reason to be disrepectful, he stated that he was not being disrespectful, just stating facts. I went on to say that there is no need for us to continue this conversation, if there is no one else that I can speak to in regards to this matter then there is no need to continue with our conversation wished him a Happy XXXX and hung up. 

After talking to Wells Fargo, I called HUD stated that yes they see in the mortgage letter XXXX, that Wells Fargo is responsible for informing me of the partial claim.",Hypotheek
1960861,"I entered into a one time close construction loan with Washington Federal Savings Bank ( WAFD ) on XXXX XXXX, XXXX which converted into a mortgage when I got Certificate of Occupancy in XXXX XXXX. 

In XXXX and XXXX XXXX mechanics liens were filed on my home because the home builder did n't pay the subcontractors for services that was paid to the home builder via bank funds. 

Subsequently the bank and their attorney demanded that I satisfy the liens claiming I was in default. At no time have I ever been in default of the loan and have made payments on time. They were claiming default under section XXXX of the deed of trust which are liens attributable to the Property which can attain priority over this Security Instrument. 

Mechanics liens are always XXXX to the mortgage and would never attain priority. It specifically mentions I am required to discharge any lien which has priority over the deed. At no point was WAFD 's interest in jeopardy. 

Now the bank is forcing the payment of attorney fees related to this demand letter. I did not authorize or agree to their attorney 's services and I did not do anything to create the liens. They are passing a cost along to me, that was incurred while they were servicing the loan. 

I then consulted with my attorney and he confirmed liens do not take priority over the deed of trust. The deed of trust would take priority over the mechanic 's lien as long as it was XXXX recorded. Now a junior lien holder can file for foreclosure but the property would be sold subject to the XXXX lien ( in this case the deed of trust ). The only way the mechanic 's lien would take first position over the deed of trust would be if all parties sign a document granting the mechanic 's lien XXXX priority over the deed of trust ( the deed of trust lender would have to sign off on this as well ). 

The mechanics lien holders would only be able to foreclose based upon the deed of trust and as long as I was current in my loan obligations this would never happen. This is exactly the conversation I had with XXXX XXXX. XXXX said you do n't have to worry about those liens as long as you 're current on your mortgage and I could later get those liens removed. For residential projects, the deadline to enforce a lien is 1 year from the last available day to file the lien or 1 year from the completion of the work ( whichever is later ). In XXXX XXXX all the liens would be unenforceable and I would be able to get them removed.",Hypotheek
1945889,I have asked Merchants & Professional to validate a collection they are reporting on my credit reports on XXXX/XXXX/16 and they have failed to provide anything that would support the fact that they are attempting to collect interest on a debt without an agreement or contract. Nor have they supplied anything other than a statement on one of the collections. I told them that I would be reporting them to you but they obviously do n't fear you because they failed to delete themselves or answer questions about the debt ( s ) that they are using to damage me financially. Its damaging my credit and it is important to me.,Incasso
1523592,"WellsFargo did not pay XXXX County property taxes on time. Due XXXX, and not fully paid until XXXX, and a lien placed causing now my credit report to look like I did not pay on-time when I was not fully notified.",Hypotheek
1996538,"I have an account from national credit systems that was originally for XXXX dollars for a broken lease for apartments. I resided in the apartment homes for one month and moved due to the environment, at this time I had gotten a phone call from national credit systems around XX/XX/2010 saying I had been sued and owed them XXXX dollars. I disputed this account on this basis that I never received notification prior to it reporting to my credit as well as that the balance was inaccurate, I requested at this time a debt validation within 30 days which was never received, at this point I requested the account to be removed from my credit report. It was not. I have disputed this account on 9 separate occasions throughout the years following and continue to get a response from the credit bureaus stating "" national credit systems has validated this account with OUR company '' I have never received a debt validation from this company and I have all accurate up to date information for correspondence on my credit report. This is in violation of the fair credit reporting act to not send debt validations and say the account is validated. My last dispute was about 30 days ago on the basis that the company violated the law stating that a landlord must seek a new tenant when previous tenant breaches a contract and terminates lease before completion. This community charged me for the remainder of the lease and never made reasonable attempts to re-sell the property.",Incasso
1494030,"I tried, in many different ways, to contact the credit reporting company and dispute the issue but was unsuccessful. They told me that the account in question was now in the hands of a collection agency so they could not talk to me. Apparently someone opened this GAP credit card account in my name, with an address at which never lived, an my personal information, and went on a shopping spree. I never knew about it ( because I never received any statements ) until I got the calls from the collection agency. They were so disruptive that I ended up paying the debt to the collection agency ( see attached ), as they would call at any time, forcing me to turn off the phone during classes, etc. 
Bottom line, I have never lived at this address:1625 XXXX XXXX XXXX , XXXX , VA , XXXXand I never opened a GAP/SYNCB credit card.",Creditcard
1412420,I tried to do this but was told I was not eligible to dispute the information online and needed to mail my identity sensitive information to them but for security reasons they would not mail the information back to me. I am not comfortable with mailing my drivers license and social security card to them. This is keeping me from being qualified to purchase a home and is VERY time sensitive. Experian Credit Agency has my SS # incorrect in their records. I also tried calling them but was unsuccessful in getting to speak with a person,Kredietregistratie
2229247,"Late payment. 
Thank you for taking the time out of your day to read this letter. I just checked my credit report, and discovered that a derogatory ( 30 day ) late payment was reported on XXXX 2016 for my Wells Fargo credit card account *******************. 
During this time, my mother fell XXXX, and I was the only XXXX left to care for her. I had to leave my job, and my funds went toward her healthcare expenses. It was a very rough and difficult period. Due to the circumstances, I was unfortunately unable to make the payment toward my Wells Fargo credit card. 
I realise I made a mistake in falling behind, but up until that point, my payment history with Wells Fargo has been spotless. When I was able to gain income once again, I quickly paid the debt in full, making it my priority. Im not proud of this negative mark on my credit report, its the only XXXX I have, and as a long standing Wells Fargo client I would be extremely grateful if you could honour my request to remove this derogatory mark from my credit report. It would help me immensely in securing other lines of credit so that I can further improve my credit score. 
If the late payment can not be removed entirely, I would still be appreciative if you could make a goodwill adjustment. 
Thank You, XXXX XXXX",Creditcard
2015560,"I would like to request an investigation into the handling by XXXX XXXX XXXX Hospital related to the turning over of my account to Preferred XXXX XXXX XXXX XXXX and that of probably thousands of other patients. 
On XXXX/XXXX/XXXX, I received a letter dated XXXX/XXXX/XXXX, from Preferred Collection and Management Services , Inc. ( CMS ). My reference no. is XXXX and my client account no. is XXXX.The letter states that it is a collection notice being sent on behalf of XXXX XXXX ( Hospital ) XXXX. There are XXXX invoices listed totaling {$2600.00}, services from XXXX/XXXX/XXXX through XXXX/XXXX/XXXX. The problem is that I owe no balance and my account had been paid in full in XXXX. 
The notice stipulates 30 days to respond or it will be considered a valid debt. On XXXX/XXXX/XXXX, I phoned XXXX XXXX billing department at XXXX XXXX XXXX XXXX. ( XXXX ) XXXX. I spoke with XXXX about the invoices. I told her that I had no balance and that my account had been paid in full in XXXX. I asked for copies of the invoices. She said that there was no way of determining if my account had been paid or delinquent because the records were under an old billing system which had been shut down and the records and invoices no longer exist. The old system had totally been dismantled. She said Management decided to bring all of the divisions under a new payment processing system and that no information had been retained. On XXXX/XXXX/XXXX, at XXXX, I phoned Preferred CMS. I ended up speaking with XXXX XXXX at extension XXXX. I requested the call be recorded. I explained I owed no balance and that my account was paid in full in XXXX. I requested copies of the invoices and charges that they have. She indicated they have no copies of invoices or records. None had been provided by XXXX XXXX. She indicated that they have received a number of similar complaints. She assured me she would cancel the debt, close out the invoices and clearing the balance to XXXX. I asked for some type of official notice in writing that this was going to be done. XXXX XXXX said she could not but that I had her words she would take care of it. I expressed concern that this would pop up years from now as an uncollected debt on my Credit Report and that was unsatisfactory. 
I mailed a letter on XXXX/XXXX/XXXX to XXXX refuting the charges. I also completed an online complaint through the Florida Department of Consumer Protection on XXXX/XXXX/XXXX against the Debt Collection Company. 
Initially, I did not want to file a complaint against the Hospital because I am still a patient there so I submitted my complaint online against Preferred CMS as they are acting as their agent and should have been given the records. I attached supporting documents I had received and the letter I mailed to Preferred CMS. 
The letter I received in response from XXXX XXXX at the OFR on XXXX/XXXX/XXXX did not seem to grasp the fact that neither the Hospital nor Debt Collector could provide any information or documentation to permit me to refute these charges. I called and spoke with XXXX XXXX on XXXX XXXX, XXXX to explain that the issue is the fact that the Hospital had dismantled the prior billing system and kept no records. They turned over no documentation to CMS and that the CMS representative XXXX XXXX indicated she would remove the debt but said she could not send any letter to that effect. XXXX XXXX indicated that she would reopen the complaint and asked me to email her the supporting documents again and the letter I mailed to the Debt Collector on XXXX/XXXX/XXXX. I sent her the email on XXXX/XXXX/XXXX. 
Someone suggested that I should also probably file a complaint against XXXX XXXX XXXX for failing to provide the information to their debt collector.",Incasso
2038963,My credit is not available not allowing me to get my credit score,Kredietregistratie
1292634,"American Express has misguided me into closing my platinum card account, saying I could still use my XXXX membership rewards for 45 days once the card had been closed. Once the card was closed I could no longer redeem these rewards. I have tried to reopen the card to use the rewards, but American Express have rejected my application to reopen the card citing credit reasons. I feel I have been treated unfairly, and having been an American Express cardholder for 11 years, now feel cheated out of my rewards by having been advised to close the card and stipulated to that I could still access these rewards.",Creditcard
1653496,I was a victim of my identity theft. Never recognize or authorize anyone to use my SSN for this account,Kredietregistratie
1618455,"I 'm an XXXX. On or about XXXX XXXX, 2014, I received an email from a person who purported to be a woman in XXXX trying to collect monies due on a divorce settlement agreement entered here in Illinois, and asking my assistance for this purpose. I entered into a retainer agreement with her for this purpose, and she sent me a check for the retainer and put me in touch with her alleged ex-husband. The arrangement was that he was to send me checks for the settlement amounts, and I was to send them to my client through my business account at Chase ( where my client also had an account. ) The client gave me her bank info so I could wire transfer the check amounts to her account. The first XXXX checks went through uneventfully. The XXXX check ( well into the XXXX figures ) was paid as a wire transfer by my branch of Chase [ NOTE THE CHRONOLOGY HERE! ], but then the original check was refused for payment because some of the information on its face had been altered. When I was informed of this, I attempted to contact the client, with no success. I have tried a couple of time since then, but have still had no success. 
A few weeks later, Chase froze all of my accounts ( XXXX of them ), and they are still frozen. They have notified me that I am responsible for repaying them the XXXX-figure check. I could not possibly do so, even if I liquidated all my assets. Chase has essentially impounded roughly {$12000.00} of my funds. They continue to levy regular bank charges on both accounts, and to send me statements and other mailings. 
I retained an attorney for this matter last year, but he was conflicted out of the case when he became employed by a firm that represented Chase. His approach to the case was less than helpful to begin with -- it was his feeling that he had done an adequate job in that Chase had not actually filed suit against me for the XXXX-figure check, even if they had also not returned my funds. 
Although I am XXXX myself, I have no expertise in banking matters, and we all know what XXXX says about XXXX anyway. 
I have all of the documents that exist in this case, and have also sent copies of them to Chase, and will be glad to send them to you on request.",Bankrekening
2164031,"I am not really sure who to complain about. I was delinquent on 2 XXXX cards. On XX/XX/2014, I came to a settlement, in court, with a law firm Nudelman, Klemm, and Golub. This law frim claimed that they were representing XXXX, and was not buy my debt. I believed them, and signed a settlement paper to pay them {$25.00} a month, until the total amount was paid of. Meanwhile, I have been getting collection letters from XXXX, attempting to collect. I looked at my credit report and saw that both XXXX AND XXXX were listed as companys that I owed. When I contacted XXXX, they told me that they sold my debt to XXXX. Why am I paying Nudelman, Klemm, and Golub? Do they actually own my debt? Was I duped by them, in court, when in mediation they answered that they represented XXXX? If so, this is fraud.",Incasso
1349806,Equifax was contacted about XXXX Bank assesing my credit file on XXXX/XXXX/2014. I told them that I had not applied to this business for credit. Please see that Equifax remove this hard inquiry from my file. Someone should be fined for assesing my credit without my permission.,Kredietregistratie
1825432,"Hi, the i am unable to obtain my my credit report. i applied for XXXX credit card, they ( XXXX ) inform me that my credit file is "" frozen '' so i contacted the one of credit reporting agency XXXX they said its nothing wrong with my credit and its not frozen i do n't know who to believe.i also opened up checking account with XXXX XXXX XXXX and latter they freeze my account, because ( according to XXXX XXXX ) a different name was showing up under my Social Security, So i had to go to the XXXX branch to identified my self. I need to know whats going on my credit, why different name is showing on my Social security and why i am unable to obtain my credit report and why my credit file is frozen, Please investigate these allegation and have credit agency make necessary corrections Thanks XXXX, XXXX XXXX",Kredietregistratie
1697249,"I have made a purchase on a house I was scheduled to close on Monday, XX/XX/XXXX. I initially applied for a mortgage loan through TD Bank back in XX/XX/XXXX. However, the mortgage processor neglected to let anyone know there was only one piece of the information missing until today, which prevented me from being able to close on the house. Everything was set up to close today between myself, the title company and the realtor, except for TD Bank because have n't gotten around to review or finalize anything even though they have been recieving information for the past two months. I am now in the situation where I will have no where to live by week 's end and have to pay fees and penalties to various companies that I had set up based around the closing date I was provided. There is no resolution or estimated time on when I will be able close on this house and was given poor customer service by those involved at TD Bank.",Hypotheek
2305814,I was denied a relocation assistance without ever being notified despite numerous phone calls. I went through the home modification program twice. I told them I wanted to do a short sale after all of this. Nationstar provided me with a realtor who worked for them. I got railroaded the whole way through. Now I 'm out of {$3000.00} and no home.,Hypotheek
1677373,"I have an US Bank issued XXXX XXXX XXXX that gives a renewal bonus of free night certificate ( XXXX ) valid for US redemption after spending {$10000.00} and paying the credit card annual fee. The XXXX was supposed to be issued within 6 to 8 weeks of meeting both requirements. I met the requirements in mid XXXX and I should have been issued the XXXX in late XXXX/ early XXXX. I have been contacting both US Bank and XXXX XXXX numerous times since late XXXX both by emailing and calling. They blamed each other for the delay and each told me to contact the other party as they are not responsible. After doing some research, I found out US Bank is ultimately responsible for the delay. 
After weeks of back and forth, I finally got a hold of an US Bank supervisor who verified my meeting the requirements and promised to "" escalate '' this case with the rewards department. I was told that I will receive the XXXX within 10 days. That was a month ago. The supervisor even said that she 'll follow thru to ensure the XXXX will be received by me in a timely manner after I told her that I need to make a reservation for XXXX. US Bank failed me on many fronts.",Creditcard
2062334,"I paid my auto loan off in full via the lenders website by submitting an online payment which processed via ACH out of my checking account. Two days later I inquired as to when I would get the title and Ally XXXX informed me that it is "" company policy '' that there is a holding period of ten days before they would release the title and then it would take 3-5 days to mail. That is a TWO week waiting period on my title when I paid in full. I would understand if I had written a personal check that there would be a clearing timeframe, but an ACH is an immediate payment. How is it legal for them to hold the title for 10 days? Reg CC has rules against holds being placed on funds via check, but there has to be some sort of ruling on release of title. If they have my funds, I should be able to demand my title.",Consumentenkrediet
2172934,"Transunion had a glitch in there system that violated the rights of their consumers under section 6.11. A s a result, I have been gravely effected and my credit score is suffering as a result. No Notice was ever given which is also a violation. I am requesting that ALL inquires be removed. 
Creditor Name Type XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Bank Creditor Contact Details XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX ( XXXX ) XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Credit Union Creditor Contact Details XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Credit Union Creditor Contact Details XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Home Furnishings Creditor Contact Details XXXX XXXX XXXX XXXX XXXX XXXX XXXX , XXXX XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX Department & Variety Stores Creditor Contact Details XXXX XXXX XXXX XXXX XXXX, XXXX XXXX XXXX",Kredietregistratie
1924090,"I would like to file complaint against Equifax , XXXX, XXXX on the improper information Serious Delinquency. The oldest account it may back to XX/XX/XXXX. From XX/XX/XXXX to Present, all accounts pay on time. How can it be Serious Delinquency? This is really unacceptable and unfair. This has to be fixed.",Kredietregistratie
2361222,"XXXX is showing as a hard inquiry on my report, but I do not have an account with them and did not apply for one. I also did not recieve a letter. I am requesting that this hard inquiry be removed from all 3 credit reports.",Kredietregistratie
2170298,"Exeter Finance Corp XXXX XXXX XXXX XXXX, TX XXXX XXXX : Account No. XXXX NOTICE OF PENDING LITIGATION SEEKING RELIEF AND MONETARY DAMAGES UNDER FCRA SECTIONS 616 & 617 Please accept this final written OFFER OF SETTLEMENT BEFORE LITIGATION as my attempt to amicably resolve your continued willful violation of the Fair Credit Reporting Act 1 ) Violation of the Fair Credit Reporting Act 2 ) Violation of the Fair Debt Collection Practices Act 3 ) Defamation of credit 4 ) Negligence 5 ) Loss of opportunity 6 ) Intentional Infliction of Emotional Distress Exeter Finance Corp, Case 1 Your firm has failed to send the legally required validation of this debt per Section 623. I have received the documents you sent dated XX/XX/2016 and your response was : "" During our investigation, we determined that the information we reported to the credit reporting agency was accurate, and is reflecting accurately on your credit report based on our records '' When we go to litigation and through the discovery process you will be required to produce these documents along with an affidavit swearing under oath that these are the true and correct documents that you used to verify the disputed account. 

You have been notified that your actions are detrimental to me and that your firm has violated ( including but not limited to ) the Consumer Credit Protection Act, the Fair Credit Reporting Act, and the Fair Debt Collection Practices Act. 

Your firm knew or should have known that the actions taken against me and the information collected about me was inappropriate and damaging to me. 

Failed to use reasonable care in the course of business and failed to use even minimal procedures to ensure that I was not harmed. 

Communicated and are continuing to communicate incorrect and defamatory information to third parties including but not limited to : XXXX, XXXX, and XXXX. 

As a result of these blatantly reckless, wanton, and intentional acts, I have suffered and continue to suffer general and specific damages. I am also very upset at your firm 's intentional infliction of emotional distress and at the other diminishes of the quality of my life. 



I am now demanding the immediate and complete removal of this trade line from my credit reports ( XXXX, XXXX, and XXXX ). 




The law is very clear as to the Civil liability and the remedy available to me ( Section 616 & 617 ) if you fail to comply with Federal Law. I am a litigious consumer and fully intend on pursuing litigation in this matter to enforce my rights under the FCRA. 


Case XXXX In the state of Washington, there are proper procedures and notices that must be done before during and after a repossession. 

Let me remain you of : XXXX v. Exeter Finance Corp. 
I sent you certified mail, a letter dated XX/XX/2016 in regards to Washington State Repossessions Laws : Summary of the letter sent "" Acct # XXXX Make- XXXX XXXX XXXX To Whom It May Concern ; I am writing in regard to the above referenced accounts and transactions. 
This is not a refusal to pay, but a notice that this account is disputed. This vehicle was repossessed by Exeter Finance Corps in the State of Washington on or around XX/XX/2016. 
Under the laws of the State of Washington UCC 9.506 and State RISA and MVISA statutes a deficiency can not be claimed unless all of the required notices were properly and timely given, and all of the allowable redemption and cure time limits were adhered to. 
Please provide copies of the legal notices and proof of the commercially reasonable manner of the resale of the subject vehicle. If no such proof is provided within 14 days from receipt of this notice, the alleged claim of a deficiency will be considered null and void, and any continued collection activities, or continued reporting.",Consumentenkrediet
2139719,"I sent a check to Wells Fargo for money from my pension fund, to be deposited in my IRA. They have received the check but have not deposited it in my account because they say they have to verify that the funds exist to cover the check. They say that this could take up to 45 days. That is utterly ridiculous. They received the check on last Thursday XX/XX/XXXX so they have already had it for a week, more than enough time for any verification. I am convinced that they have already cashed the check and are now planning to use my money to speculate on CDOs or whatever other worthless pieces of paper the big banks are now scamming each other with.",Bankrekening
2140631,"I disputed XXXX accounts on my credit report. I received notification that the investigations were complete but the accounts still remained on my credit reports even though they should have been deleted or updated. In my opinion, There was no investigation done at all. 1. ) The XXXX XXXX ... .account was not updated at all. I have a 60 day late payment back in XXXX XXXX but I never had a late payment. The XXXX XXXX and the XXXX XXXX payment data was fine so how could I have a 60 days late in XXXX? This account was NEVER late. 2. ) XXXX XXXX XXXX XXXX ... should be deleted from my report. I do not owe XXXX any balance. Experian says that they investigated it but it had not been updated since XXXX XXXX. This is a violation of the FCRA. 3. ) XXXX XXXX XXXX XXXX ... This account should be deleted from my report. My account with XXXX had been closed and I do not owe any balance.This is a violation of the FCRA 4. ) XXXX {$140.00} ... This should be deleted from my report. The status had not been updated since XXXX XXXX. This balance was paid years ago and it is such an insignificant amount. It needs to be deleted. This is just harassment!",Kredietregistratie
1687610,Keep calling and they have been told that I am the co-signer and can not pay this loan repeated times and that they need to quit calling and that I am an XXXX year old man living on Social Security. It is affecting my health. Just keep calling and harassing me and telling me that they are going to file a law suit.,Incasso
