ID,Datum_ontvangst,Product,Omschrijving,Antwoord_bedrijf
1401946,2023-06-02,Bankrekening,"Expenses for Reimbursement : Condo Inspection - {$350.00} Copies from XXXX - {$4.00} Attorney Fees - {$880.00} Condo Questionnaire - {$140.00} Mortgage Application Fee - $ XXXX - XXXXWe expect the Bank of America to honor and accept the mistakes and shortcomings that occurred by their employees.The purchase of our condo fell thru XXXX days before the closing of XX/XX/XXXX.We ca n't express enough the disappointment of the loss of this purchase and expense and lack of trust and communication of Bank of America to do their jobs properly. On Monday, XX/XX/XXXX, our Attorney called us to let us know that the deal had fell through due to the neglect of Bank of America Mortgage Loan Officers doing their job in a timely fashion. The mortgage was approved. All papers were submitted to Bank of America by us for the approval. We were trying to reach the Bank of America Mortgage Officer & his Manager XXXX XXXX for days and only received a call XXXX days after I had submitted a complaint with the XXXX telling me that they would not refund all of our money even though it was their fault. What a disgrace. They always called us to call each of them as their way to communicate. It was bizarre. It was like they never even spoke to each other. The Mortgage Officer would not take care of the Condo questionnaire. We had to have our realtor pay for it up front. He would never answer her calls or emails. Then XXXX week after the questionnaire was completed, another Bank of America employee called because she wanted to take care of the questionnaire and wanted our credit card number. The Loan Officer had called us for our credit card number to pay for the mortgage fee application and said he was charging the card {$440.00}. He charged our card {$660.00}. Who does this? Is this how Bank of America does business? Our Attorney called us once a week complaining that both Bank of America Officers would not respond to their calls and emails. They put all of us from the very start in a very bad position with this whole process. The burden of their jobs was pushed on us XXXX a week. It was like every day was their first day on the job! My husband and I are just XXXX over this and their neglect. Please help us. 
Time Line : Bid with Realtor - XX/XX/XXXX Inspection on Property - XX/XX/XXXX Mortgage Approval with Bank of America, - XX/XX/XXXX Condo Questionnaire Sent to BofA Mort Loan Officer to Complete - XX/XX/XXXX Condo Questionnaire Completed by Realtor - XX/XX/XXXX We were notified that Deal Fell Through - XX/XX/XXXXthe closing was set for XX/XX/XXXX ... ... We just want our expense back for their shortcoming ...",Closed with monetary relief
1499767,2023-08-03,Bankrekening,"I THINK YOUR BANK HERE IS DOING SOME FRADULENT TRANSACTIONS WITH MY ACCOUNT, FOR THE LAST TWO MONTH I HAVE HAD ALL OF MY XXXX SOCIALSECURITY CHECK TAKEN TO THE LAST PENNY.IM A WIDOW AND IM XXXX WITH XXXX, .THEY ARE LETTING XXXX RUN MY ACCOUNT SEVERAL TIME IN EACH MONTH SO THAT THEY WILL GET THE FEE PLUS XXXX WILL GET THEIR PYMT.IT ONLY ONCE A MONTH I PAY THEM AND I DIDNT AGREE FOR THEM TO TAKE IT OUT OF MY BANK ACCOUNT EACH MONTH.NOW THIS WILL BE 2 MONTH I HAVE HAD TO GO WITHOUT MEDICATION OR FOOD OR BILLS PAID.THEY ARE RIPPING PEOPLES OFF HERE THROUGH YOUR BANK AND IM NOT THE FIRST ONE .IM HAVING AN ATTRONEY SUE.I WANT MY ACCOUNT CLOSE WITH WELLS FARGO AND THEY SEEMS TO DONT WANT TO LET ME CLOSE OUT MY ACCOUNT.I HAVE OPEN AN ACCOUNT WITH ANOTHER BANK AND HAD IT CHANGE BY THE XXXX PEOPLES AND IT WERE NOT CHANGE THROUGH WELLS FARGO.THE GOVERMENT IS IN THIS WITH ME SO ARE FOLLOWERS OF THE SAME THINGS HAPPEN TO THEM.",Closed with explanation
2008560,2024-07-13,Bankrekening,"On XXXX XXXX i was XXXX and was in the XXXX facility. While i was XXXX my bank account that i had with Comerica Bank that had giving me a account with Direct Express for the purpose of being able to have my monthly XXXX payment directly deposited on the card which also would serve as a prepaid XXXX. The ATM / XXXX was recommended to me by the social security department and was told that it was a "" HASSLE FREE CARD '' so i trusted that it was safe and i would n't have to worry that my money was safe. Upon my release on XXXX XXXX i returned to my home to retrieve my belongings only to told everything i had was gone. And i was treated with XXXX and feared for my safety so i left and never returned.I got extremely concerned for all my personal information was inside of my purse which the day i was detained i had left in that house. I called the XXXX department to report my social security card lost or stolen and that is when i asked how to report my card stolen or lost and the directed me to Direct Express and told me to call them at XXXX to see if there was anything i needed to be concerned about. When i did this i was shocked to see my once XXXX account had been wiped out by a someone other then me viva ATM withdraws and purchases which were done without my approval i was beyond myself confused lost and had no clue what to do or who to turn to for help. I went to the SS department and they told me it was not in there ability to help me get the money back i did n't even think or know i had to call the bank and request a dispute that option was never given to me by the SS department which was who i thought had the answers to this whole problem because it was them who told me about the card and is why i had it.Never the less i basically left the office and throw my hands up and gave up. I left thinking it was a done deal these thief 's took my whole life savings and got away with it. Till i moved to XXXX and was told by several people to file a dispute with the bank and request for the charges to be investigated and i did so only to run into a none stop ball of games and the full run around i am still trying to be as civil as i can and have yet to XXXX on them as i would like to do but since my recent XXXX i have and am trying to become a better person and do things the right way.So i ask for your help to get me the money i never used and have this credit card company closed if possible so it can never do this to other people the XXXX this is causing me is baring down on my health and its not fair. i have summit the proper paper work which i will attach to this complaint and still gotten no where with them. They are trying to use every excuse like paperwork has n't been received viva postal mail so faxed it to the at not one number but two fax numbers and have been told the papers were n't received and only some of the papers came thru to all but one was there. As i see it they are doing this so they can find to a way to not pay me my money and hope that i become so frustrated that i give up as i have thought of doing so but will refused to because whats mine is mine and whats fair is fair that money belongs to me and i will never stop trying to get it back. Thank you for taking the time to read this and please help me as i have no where or no one else to go. Ant help your company can give me will be greatly appreciated and i will be eternity grateful to you i mean this from the bottom of my heart will never forget the help! 
Thank you, XXXX",Closed with explanation
1890742,2024-04-21,Bankrekening,"My mother passed just 5 years ago. She had lived in XXXX, and XXXX with my younger brother which they both owned. I have an older brother in XXXX XXXX, XXXX. She had made a will over five years earlier and aways had taken every opportunity to explain it contents to all of us at family gatherings. As she put it, I do n't want any trouble about this after I 'm gone that 's why I 'm repeating this. The will stated my younger brother receives the house, I would receive what money and savings bonds left. My older brother would receive nothing, as he asked for and received his share of her estate years earlier. My did not think the will was enough to protect me, so she created, with SunTrust Bank 's help, an irrevocable trust in my name. This was n't all, she engaged SunTrust to "" take care of everything '' when she died. We would n't have to do anything. 
After my mother passed and laid to rest. My brothers and I went to the office of SunTrust in XXXX. My brothers asked a financial representative there how to proceed to close the estate. The rep "" XXXX XXXX '' told my brothers were told they could never receive any part of her estate. XXXX did not divulge the trust to them. After they left I told XXXX who I was and said "" the trust '', he nodded. 
A few weeks later, my younger brother and I were to engage a lawyer "" XXXX XXXX XXXX '' and while I was waiting for him, He rushed out and went with out me, after flying down to XXXX He later apologised by saying "" he forgot ''. 
We were all three made "" Administrators '' for my mothers Estate. I contacted the bank by phone, faxing my letter of "" Administration '', I learned there was no trust irrevocable or otherwise. So I went back to XXXX, XXXX with a friend and proceeded to the bank with my papers and spoke with XXXX XXXX VP. She told me that all the trusts were transferred to XXXX, XXXX. I went to XXXX to verify this and they laughed and said of course not! ... I went home, I called the main office, I believe in the state of XXXX. 
I found that no death certificate was filed, I asked how to file and was told send a copy to their office, I did and was notified a copy was no good and corrected the matter. I figured this must be the problem and I was wrong. This is where I contacted the FDIC they told me they would investigate. They did and found out nothing. A few weeks later, I went back to XXXX and I found the people I had been dealing with were let go or about to be. I had spoke to different lawyers not knowing who to trust but I heard how you could end up with nothing after the layers are paid. My mother did n't trust lawyers either, hence why she used SunTrust 's end of life services. I believe the trust was transferred to another branch. At one point I requested all copies of my mothers checks going back five years. XXXX XXXX said "" no problem '', she took my address where to send it. 
After a considerable wait I called XXXX and asked why I had n't received the copies. 
XXXX told me "" we tried to call you ( my cell ) and could n't get in touch and she sent them back. I asked her to resend them and this time she told me it would be {$20.00} per checkup front. I was trying to find the lawyer who made her will, knowing she would pay by check. So, in my mind our lawyer "" XXXX XXXX '' was working against me even though he told us he had to represent us equally. 
So, where is the "" Irrevocable Trust '' and end of life services my mother paid for, meanwhile it 's been almost 5 years.",Closed with explanation
2114179,2024-09-15,Bankrekening,"A number of Wells Fargo bank accounts and other WF products were opened by XXXX XXXX and other Wells Fargo employees at multiple Wells Fargo locations without my consent. I want a full investigation as to determine how many accounts were opened, including all Wells Fargo products, why and how did this happen. I want the money returned that moved through these accounts and all WF Fees creditied. I also need an identity theft letter from Wells Fargo and compensation for costs incurred as a result of WF staff using my name and identiy to open accounts. I want a full investigation please.",Closed with non-monetary relief
1303393,2023-03-26,Bankrekening,"I opened a new checking account [ XXXX ] with PNC Bank [ XXXX branch at XXXX XXXX ] in XXXX 2014 after I was offered a bonus promotion of {$300.00} for doing direct deposits totaling {$5000.00} and a bill pay. 

I complied with the Direct Deposit Requirements [ XXXX direct deposits of {$2500.00} on XXXX for a total of {$5000.00} and a XXXX XXXX Bill pay on XXXX ]. However, I never received the bonus. 

I contacted the bank XXXX after the XXXX day period that I was told it would take them to deposit the promotion bonus, but they refused to comply with their offer.",Closed with explanation
2197805,2024-11-07,Bankrekening,"Wells Fargo solicited us to agree to an appointment with an investment individual. As incentive to agreeing to lose time at their office attending an appt., we were to receive {$20.00} into our account. I agreed and set the appointment. I showed up. The investment individual was not yet there. The bank employees who were there did not have information ; it was their investment rep who would know but, again, the rep was not there. I waited. I waited as long as an appt would have taken. The rep never showed up. I never received an apology. When I wrote the bank, they did nothing about it. They still owe me since I kept my end of the bargain, and I lost the amount of time agreed that was to be compensated with the {$20.00} into our acct.",Closed with explanation
1325447,2023-04-10,Bankrekening,"I deposited {$800.00} cash into a Chase bank ATM, where I have an account, on XXXX/XXXX/15 at XXXX. I received a receipt that said the ATM has experienced a technical problem and to go into the branch. I did that and was told they did not know where the money was and that they needed to file a claim and they would be in touch. I did n't want to leave the bank not knowing where my money was so I said that was n't good enough. I said I wanted to close my accounts and withdraw my money. In the meantime, the branch manager XXXX XXXX was glaring at me over the glass, so I asked her what she was looking at. She then walked over and told the employee I was working with that she did n't need to deal with me and to call security. We both looked at her like she was nuts, and I asked her why would she call security when i just wanted to withdraw my money. She then instructed her employees to walk away from me and leave me in the cube and not tend to my request. She then told me she was calling the police. I do n't know if she did, but they never came and neither did security. I then called the XXXX number on the card and was told the {$800.00} credit was pending and they were going to investigate the deposit and find out where it was and the phone rep said I could leave the bank, which I did, and that she was escalating it to their executive team based on the behavior of the branch manager. 

Thursday, XXXX XXXX, rolls around and I attempt to use my visa check card at a vendor and it is declined. I attempt to do it again on Friday, XXXX XXXX, and declined again. I call the bank and am told that the account is on hold due to 'fraudulent ' activity. I received NO notification from the bank and have no idea what this is about. I walk into the same branch and ask them, they send me to a banker who tells me that the bank has elected to close my account but the money is frozen due to the claim I made on Monday and the funds will be sent to me via check ON OR AFTER XXXX XXXX!!!! 

I called the executive office where I filed the initial complaint and reiterated my dismay at being retaliated against by the bank. I had REQUESTED TO CLOSE THE ACCOUNT on Monday and was DENIED the ability to do that. Now they close it and FREEZE access to all of my money??? I have {$2.00} in my wallet and no access to my money. 

I want to file a complaint against this bank for harassment, unfair treatment, and STEALING MY MONEY!!",Closed with explanation
1390311,2023-05-23,Bankrekening,"I have got a complaint from XXXX of our employees that bank of America has refused to cash XXXX of our payroll checks to him because he does n't have a personal account with them. I wanted to make sure that 's its true. I went myself to cash my personal check at their XXXX XXXX XXXX XXXX XXXX location on XXXX ( I do not personally bank with them but my company does ) I provided XXXX valid IDs and the account of course if full of cash, they gave me some bogus reason that they do n't have the signature in their computer system to compare with the check I am cashing, I asked if they can call to verify if the check is true or speak to a manager. their answer was Nothe Manager refused to speak with me and basically they refused to cash my own company 's money to myself. 
Now I have the power to change banks and I will, because I want my employees treated well, and not be refused to talk to ... 
but not many other people have that luxury! 
Refusing to give people their own money is wrong. they are n't protecting me, they are wasting my time, my employees ' and someone that worked XXXX hours the past XXXX weeks is n't eating this weekend ...",Closed with explanation
2289515,2025-01-13,Bankrekening,"Citibank has a promotion to give depositors a bonus of {$400.00} if they open a Chencking account for {$15000.00}. This {$400.00} bonus will be paid to the depositor upon maturity of 90 days from the date of opening of the account. 
On XX/XX/2016, I opened such a checking account at the Citibank branch, located at XXXX XXXX XXXX, XXXX , NJ for {$15000.00}. The maturity date has already passed and I still did not receive this {$400.00}. So I made several phone calls to the branch manager XXXX XXXX as well as several other bankers in the bank to inquire about it. They all told me that I am qualified to receive this {$400.00} bonus and I should receive it any day. However many days had gone by and this {$400.00} was still not credited to my account. 
I referred many other people to open such account with Citibank and they all have received the {$400.00} bonus so far but not I. The following are XXXX people I referred to the bank to open accounts who have received the {$400.00} bonus, one is XXXX XXXX XXXX, Account no. XXXX and XXXX XXXX XXXX, Account No. XXXX.",Closed with monetary relief
2201100,2024-11-08,Bankrekening,"I have an account with USAA who is located in XXXX XXXX Texas. Duringg the last week, I had a situation whereas my bank account was frozen. I did have a chance in telephone number, address, and because I feel I made purchases the bank froze my account. I was made to make XXXX phone calls XXXX XXXX XXXX and identify myself twice. My second phone call was sent to the fraud division. The monies in this account contain my rent, food and money for bills. Today I made XXXX phone calls each time security was an issue. Yes I moved and have a new telephone number. This is my right, and for the bank to freeze my monies I felt this was suggesting that I was committing fraud.",Closed with explanation
2410739,2025-03-29,Bankrekening,"My manager deposited a check to my account as my paycheck did not go through for my first week of work. I never use a teller with my bank and I have been with this bank for over ten years. Bank of America charged me XXXX to use the teller. I never bounce a check and I never use a teller. I explained to them about the reason why a teller was used and it was the first time I have ever used a teller with Bank of America. I was told that they could not refund this. It is {$8.00} and they can not refund that back to my account? A bank as big as Bank Of America?? Really? This is absurd. These banks are getting away with murder and if it was not for the consumer, they would not even be in business. These banks are taking advantage of the consumer and it needs to stop. I seriously need to find a credit union. After a second call and notifying them that I was filing a complaint, they decided to refund the amount. You have to watch these banks like a hawk. Seriously.",Closed with monetary relief
2152518,2024-10-08,Bankrekening,"My checking account with Wells Fargo was fined for an overdrawn balance due to a cable company called "" XXXX '' in XXXX NC. The fault was with XXXX, and so Wells Fargo charged me an overdrawn balance and never bothered to repay me, even after I received a minimal balance back from XXXX cable company. Also I have a new checking account that I share with my wife XXXX XXXX, and recently an amount of money was taken out that should have never been taken out to begin with, resulting in my gas for my car for work being empty, and my lights almost being shut off that I share with my wife, and other past due bills being effected due to their error.",Closed with explanation
2318355,2025-01-31,Bankrekening,"The situation is about a company named Seventh Avenue. I did open an account with this company in XXXX. I received the the products which were window curtains. I did n't like them and I return them back to the company. I did not get any thing else for this company. This company later charged me a shipping charge which I do n't think I should pay nor should they have put this on my credit report. I have written a letter to this company that I dispute the account and wanted to be shown proof of the account. They never did response with proof. I had also written them a letter about paying the {$20.00} balance in exchange for them to delete the entry from all my credit reports, XXXX XXXX, XXXX, and XXXX. I have not heard nothing from yet. Anyway they have boken the fcra law because they never applied the statement the consumer disputed the account. I looked at my credit report on the XXXX/XXXX/2017 and the statement is not there. I want the entry deleted immediately.",Closed with monetary relief
1952261,2024-06-02,Bankrekening,"I received a promotional mailer in XXXX or XXXX of XXXX to open a CitiGold Checking account & receive XXXX XXXX XXXX miles. I opened this account & confirmed on XXXX XXXX, XXXX that I had completed the steps necessary to receive the bonus XXXX miles. I was told on XXXX XXXX, XXXX & XXXX XXXX, XXXX that I would receive the bonus miles no later than XXXX XXXX, XXXX by a customer service representative. On XXXX XXXX, XXXX -- upon inquiry as to why the bonus miles had not posted to my account -- a customer service representative told me that I was not eligible for the promotion as I was not "" targeted '' for the promotion. I completely disagree as I received a mailer for this promotion. Sadly, I discarded the mailer sometime during the spring, but I think it 's egregious that Citi would require me to hold on to a promotional mailer XXXX months after its initial receipt. Additionally, Citi has charged me $ XXXX/month for an account service fee without notification regarding the failure to post my account opening bonus.",Closed with monetary relief
1949517,2024-06-01,Bankrekening,"In the course of banking with Chase I was given the option for overdraft protection and chose to decline all overdraft protection so that if a charge was made that I did not have the funds to cover Chase would decline the charge. I believe I made this choice sometime around 2010 and it worked beautifully on the few occasions that it became an issue. 

Sometime between then and now they began allowing overdrafts again, this changed without my knowledge or permission. I have not agreed to any overdraft protection but have, once again, paid the occasional overdraft fee. Each time I have spoken with a Chase representative and am told that they never offered the option to decline charges and that the decision to allow overdrafts is made by a computer algorithm.",Closed with explanation
2142597,2024-10-03,Bankrekening,"I deposited a {$3000.00} check in my checking account and Wells Fargo is holding the check for 9 business days. I deposited the check at the ATM and did get a message that the funds might be held. However, I have received this message in the past but the hold has only been XXXX or two days. When I checked my account this morning, I saw the hold date of XXXX/XXXX/16!",Closed with explanation
1923953,2024-05-13,Bankrekening,"I have recently been the victim of a series of fraudulent charges, all in relatively small amounts between $ XXXX-XXXX, over the course of the months from XX/XX/XXXX - XX/XX/XXXX. I became aware of these charges on XX/XX/XXXX, after the criminals had slowly drained my business account of over {$6000.00}. 

When I finally realized what had been happening, I reported it immediately to my financial institution, Chase, at my local branch in XXXX XXXX, CA on XXXX XXXX. They could see quite clearly that the charges were fraudulent and expected the funds to be returned in a couple days. 

On XXXX XXXX, I received an email that {$3900.00} would be transferred into my account ( already far short of the approximately {$6500.00} due ). Later that day I received notice that my claim was denied. I have escalated this to the extent of my ability and have received nothing positive whatsoever. Chase is telling me directly that their refusal to refund is my responsibility, as I should 've reported far earlier - this of course, dependent on knowing what happened, and I did n't. 

A bit more explanation : The charges were all from a XXXX station in XXXX, CA - a place I 've never been. I do, however, buy gas, etc ... at XXXX in XXXX XXXX, so if I see "" XXXX - {$65.00} '' on a statement, I do n't think anything of it. Simply not an odd charge. 

Chase has informed me that my claim is invalid because the original charges were more than 35 days prior to me reporting them, which they claim is backed up by federal regulations that were in effect 9 years ago when I opened the account, something I doubt very much. 

They also claim that because I accessed my account online via the QuickPay app on my phone, that I must have NECESSARILY seen these charges and just neglected to report them, something that defies all reason. I use that app to quickly pay my rent and my doctor. 

Chase fully encourages the use of mobile banking, making it exceedingly easy to miss individual charges like I did. Chase also encourages electronic statements available online. I do n't receive my statement in the mail, nor do I receive it in email. An email that states it 's "" available to view '' is n't the same as having the text in your face. 

Yet they are adamant that even though they 've found multiple ways to discourage their customers from actually tracking their transactions, it 's still the customer 's fault to do so - in the course of our conversations they 've even said that fraud must be reported in 24 hours in some cases. Who lives their lives like this? 

As it stands now, they are telling me they ca n't return a huge amount of money ( to me ) because of when the undeniably fraudulent activity began longer than 35 days prior to my reporting, and they imply that I was somehow complicit in it by 'knowing ' and not reporting it. They also tell me that even the charges within the 35 days prior to my reporting are denied. 

All of this is premised on the idea that the funds are unrecoverable. That is clearly contradictory.. If they have 35 days, they could 've recovered at least those funds. They chose not to act at all for 31 days. Also, since all of the fraud was of the same variety and from the same source, if they 're able to track and recover the most recent charges, they certainly should be well within legal reasoning to recover the rest. Instead they 're completely obstinate in the face of a customer complaint. 

I 've been a Chase business customer for 9 years. I 've had them alert me of fraudulent charges in the past, and I 've also noticed some myself and have had to report them. They 've left my account exposed repeatedly. 

Their ONLY job is to protect my money and provide the services I need. They 've done neither, and in turn they 've blamed it on me. 

They also refuse to accept any holes in their fraud detection system.",Closed with explanation
1632959,2023-10-30,Bankrekening,"I have used Scottrade for 3 years, 2 times. The first, I should of learned my lesson. Some of the branch reps, are highly rude, talk down, when they in fact make errors and due to technical issues, I lost XXXX on the XXXX. I placed a buy pre-market and has been done plenty of times. After XXXX am Eastern time to XXXX, I could not switch from extended to regular to sell my shares while all else worked fine. I called the branch and was told, "" Well what do you want from me? '' Unreal! I told him what happened and he offered one free trade which when after I decided to leave later and said I may come back later, it was removed from my account. Then when I went down to do an in-person wire transfer, another rep messed up in detail after reviewing all information and got double-charged {$50.00}! That is just a small part of what service I received. 

You get what you paid for and will NEVER return, and they SEC, XXXX should look into Scottrade. I have heard so many real stories and i am no sore loser if I lose money. But they have countless technical issues, horrible customer relations and attitude changes dramatic when I turned down a rep from a branch for assistance for a Broker to handle my money. My advice, get out and use XXXX, XXXX, XXXX XXXX, XXXX or any other. Trust me and do not say you were not warned!",Closed
1555140,2023-09-08,Bankrekening,"This complaint is on US Bank associated with fraud on my son 's account- that rippled through to all the other accounts I was related to. This began on XXXX when someone uploaded a fraudulent check to my son 's account. They then did an ATM withdraw, ordered ( overnighted XXXX checks and used a debit card. For the next month, I was met with blatant and total incompetence from US Bank employees in the many fraud divisions. I spent hours each day talking to one group and then another, no one having any idea what the other groups needed or of decisions made by them. I was given conflicting information, completed forms several times ( not faxed from the branch/not received ) and sent on a 2-hour journey to get a police report that I was then told they did not need after all. 

The worst treatment was the back- and- forth status on my primary account. I fully understand my son 's account being on hold, but the other accounts were not affected. The XXXX account was opened XX/XX/XXXX and the XXXX account XXXX long standing accts with no issue that would give rise to risk concerns for US Bank XXXX For several weeks I went through a XXXX XXXX of whether my account would work- or not. I was told the new debit card I just activated at the branch would work- but at the XXXX checkout, it did not. I was told that my account was not on hold, so I deposited money to cover my Bill Pays, only to find the account was on hold and all my money for bills, groceries, gas etc. had been consumed by US Bank and I had no access. With the account being on and then off hold, Bill Pays did not go through and I have accumulated late fees and returned check charges for payments I was told by US Bank would be covered. 

The latest event was on XXXX when I inquired about the charges made with the debit card. I got a returned call from "" case processing '' telling me they had just got the file that day and I needed to complete MORE paperwork, that I had already submitted weeks before, and it would take another 45 days to resolve these charges before I could close my account and get my money back from US Bank. 
Problems include : Very poor knowledge across employees as to the total process to resolve fraud claims. 
Branch employees that are not interested in helping the customer with "" main office '' work. 
Outdated, antiquated technology- there are much better tech solutions that would have prevented this from happening. If US Bank going to play in the tech space at least afford customers tech solutions that keep their banking safe from predators. 
No one- and I mean NO ONE- was on point for the end- to- end process of resolving the fraud. Between all the different groups who have their hands on this work there is not one person or group that is ensuring that all the claims are identified and being worked simultaneously. 

Due to the ineptness of US Bank I have lost considerable money associated with this fraud, which could have been prevented. US Bank 's antiquated technology allowed this account to be compromised ; their flawed and inadequate process exacerbated the impact to the customer and their people were no help. I was told Friday that I could close my accounts on Saturday. Saturday came and I was not able to close my accounts and, thus, my money was held for another 3 days. Not looking good to get it closed today- Fraud says it 's up to the branch- branch has to have Fraud 's approval. The gross incompetence of this bank is completely counter to the purpose that people use banks to begin with- to hold their money so they have access to it when they want/ need it.",Closed with explanation
2360902,2025-02-25,Bankrekening,"Hi, Payment in full was made over the telephone the banking account info was entered incorrectly and the payment was reversed, once we we aware of this we called to make payment in full being told that because of the error the late fees would be adjusted, each month when we got our statement, the late fee was never adjusted so each month for the last 3 months we could call and they would apologize guarantee us the fee would be adjusted and we have a XXXX balance. This last month same thing happened account shows a balance which is the late fee, we do n't pay the late fee because we are told it was going to be adjusted because we dont pay this fee, we are hit with another fee on top of it, we call again to get our fee adjusted and this time we are told they are not adjusting any more fees. I explain had this been done correctly in the first place I would not be calling for the fourth time to rectify this situation. I then asked to speak to a manager, not sure if this was a manager or just one of the reps colleagues to explain Final outcome they would not adjust and told me they could not give me special treatment. I explain this is far from special treatment this is horrible treatment, I was only going by what I was told on 3 previous occasions, I would appreciate any help you may be able to offer. Thank you for your time",Closed with monetary relief
2266787,2024-12-28,Bankrekening,"I use XXXX for my financies. I track when I know my deposits will arrive and schedule bills according. 
If I know I will have funds on the XXXX I will schedule a bill/draft for the XXXX or XXXX. BB & T is drawing the funds XXXX to 5 days prior to the actual with draft/payment. This causes an overdraft because the depost will not arrive until the XXXX. This seems unfair to charge me an overdraft when an overdraft would not have happen if they did not cause it. 
If they are going to allow overdrafts then whats the point of pulling the funds early? 
I feel this should be illegal to charge me an overdraft when one technically did not occur.",Closed with explanation
2091615,2024-09-01,Bankrekening,"I originally submitted a complain against CitiBank on XXXX/XXXX/16. The case number is XXXX. CitiBank responded to the claim by stating they were sending a check for {$400.00}, the cash equivalent of the points I was owed for a promotion. However, the check never arrived. No one at the CitiBank phone support team was able to help me as they are unaware of the issue. Additionally, the PDF CitiBank attached listed my first name incorrectly as "" XXXX '', leading me to believe that if I were to even receive the check, it would possibly be addressed to the wrong person. 

I have still not received the promised compensation as of this new filing.",Closed with explanation
1433642,2023-06-23,Bankrekening,"USAA Bank - I attempted to make a deposit and the funds were placed on hold. It was a {$20.00} deposit. They will not take any other methods of viable deposit unless it 's a Wire transfer ( going to cost me XXXX dollars from my bank XXXX or a cash advance off a Master Card. 

Sadly, I do n't own a mastercard. I only have XXXX but they wont accept that. They told me they wont accept a cashiers check/money. I have no way to make a deposit and they are going to access me a feel. 

Just to note, it 's XXXX XXXX and my debit wont hit the bank until the XXXX. They have my deposit on hold until XXXX XXXX. With no way to deposit, I can not avoid the penalty even though I contacted them 2 days in advance. They are going to charge me a {$39.00} fee on a XXXX dollar debit. 

I",Closed with explanation
2249652,2024-12-14,Bankrekening,"On XXXX XXXX, 2016, I checked the status of my income tax return on the IRS website. To my surprise, I received a result that said my refund was sent to the bank information since XXXX XXXX, 2016. 
I called IRS and was told that the IRS received my income tax documents on XXXX XXXX, 2016 and immediately sent my refund, in the amount of more than {$5000.00}, to a checking account ( which resembles mine except the very and only last number ) on XXXX XXXX, 2016. 
The IRS explained to me to me that BofA should have sent the refund back to IRS given the name, account number ( if it existed ), and other account information do not match. Given that there was no record of BofA sending the refund back to the IRS, the IRS representative initiated a trace of the refund, which would take about 4-6 weeks. 
After talking to the IRS representative, I immediately called BofA, and notified them of what happened on the same day. At first, I was assured of the BofA 's cooperation and the presentative even completed a request for an investigation to attempt to solve the case internally. I was told that within 3-5 business days, I will receive the result of the investigation via mail. 
On XXXX XXXX, 2016, a letter from the BofA was received instructing me to call the IRS. 
I called the IRS again and was told that they were still waiting for the result of the trace, which was initiated on XXXX XXXX, 2016. 
On XXXX XXXX, 2016, I finally received the result of the trace initiated by the IRS. It was shocking to see the evidence that BofA accepted the refund and deposited it to the account that did n't match my name and have not returned the funds back to the IRS. 
I called BofA again. The representative said the funds was indeed received on XXXX XXXX, but was immediately returned on XXXX XXXX back to the IRS because "" there was a discrepancy between the name and the account number associated with the refund. '' I communicated this response to the IRS and I was told that the trace would contradict what the BofA representative said and that the trace would verify that BofA still has the refund. 
I decided to visit a BofA bank center in person. I was immediately turned away and was told to follow up the case with the IRS. 
BofA tossed me around with the different information provided to me by their representatives. One telephone call with a representative ( from a different call center ) would give me a different information from the other representatives everytime I call BofA. It was clear that BofA representatives did not have consistency with the information they provide their customers, as well as not having any accountability with their actions. 
When it seemed that there was no other solution I could think of or any place that could assist me in retrieving my money, I consulted IRS again. I was told that IRS has also tried to ask BofA repeatedly to return the funds, but BofA ceased on communicating with them as well. 
Up to this date, I have spent a considerable amount of time and energy trying to communicate with the BofA. Countless phone calls and letters have been sent to BofA in an effort to retrieve the money that clearly belongs to me. 
The events above show that BofA ( 1 ) deliberately showed no regard for the substantial distress and financial devastation its actions would inflict on its customer 's life and financial standing. In addition, ( 2 ) the trace initiated by IRS showed that a BofA account number that resembles mine ( the last number is the only difference ) existed and is clearly a violation of safe and security practices uphold to bank standards. Lastly, ( 3 ) BofA does not have safe and security practices in place to protect its members by accepted a transaction despite discrepancies with the bank accounts. BofA is clearly letting a stranger ( if it 's not an inside job ) to keep my money.",Closed with monetary relief
1600424,2023-10-09,Bankrekening,"The US bank continues harassing me with telephone calls demanding verification of my retirements funds which is simple unacceptable. On XX/XX/XXXX @ XXXX I received a call from XXXX XXXX ( XXXX ) XXXX XXXX demanding verification of my income. The funds are electronically deposited to my checking account since XX/XX/XXXX ; consequently, the US Bank continuously telephone calls demanding verification of my income is a desire to harass me which inflicts severe emotional distress. The US Bank have all information kept in files. Additionally, the US Bank have the option to communicate with me via e-mail. This type of harassment needs to stop immediately.",Closed with explanation
2043738,2024-08-03,Bankrekening,"My account was debited for a large amount by TD Bank with no explanation nor was I contacted. All that was said was "" WITHDRAW endorsement XXXX TD Bank '' Why did TD Bank take my money?",Closed with explanation
